true:
false:
(-1, -1)
(-1, -12)
(-1, -23)
(-1, -27)
(-1, -30)
(-1, -4)
(-1, -9)
(-1, 1)
(-1, 16)
(-1, 18)
(-1, 29)
(-1, 3)
(-1, 30)
(-1, 6)
(-1, 7)
(-10, -1)
(-10, -10)
(-10, -11)
(-10, -12)
(-10, -13)
(-10, -21)
(-10, -22)
(-10, -23)
(-10, -26)
(-10, -3)
(-10, -6)
(-10, 10)
(-10, 12)
(-10, 2)
(-10, 24)
(-10, 27)
(-10, 29)
(-10, 5)
(-10, 8)
(-11, -1)
(-11, -10)
(-11, -11)
(-11, -14)
(-11, -15)
(-11, -17)
(-11, -18)
(-11, -19)
(-11, -23)
(-11, -29)
(-11, -5)
(-11, -7)
(-11, 11)
(-11, 12)
(-11, 13)
(-11, 14)
(-11, 15)
(-11, 19)
(-11, 28)
(-11, 9)
(-12, -1)
(-12, -16)
(-12, -17)
(-12, -19)
(-12, -23)
(-12, -24)
(-12, 14)
(-12, 15)
(-12, 16)
(-12, 19)
(-12, 2)
(-12, 20)
(-12, 26)
(-12, 28)
(-12, 30)
(-12, 5)
(-12, 6)
(-12, 9)
(-13, -24)
(-13, -25)
(-13, -27)
(-13, -3)
(-13, -5)
(-13, 10)
(-13, 15)
(-13, 18)
(-13, 21)
(-13, 27)
(-13, 29)
(-14, -25)
(-14, -26)
(-14, -8)
(-14, 10)
(-14, 17)
(-14, 18)
(-14, 21)
(-14, 22)
(-15, -14)
(-15, -15)
(-15, -16)
(-15, -29)
(-15, -5)
(-15, -6)
(-15, -8)
(-15, 12)
(-15, 14)
(-15, 21)
(-15, 4)
(-15, 6)
(-16, -12)
(-16, -16)
(-16, -20)
(-16, -28)
(-16, -7)
(-16, -8)
(-16, 1)
(-16, 11)
(-16, 12)
(-16, 21)
(-16, 7)
(-17, -1)
(-17, -11)
(-17, -29)
(-17, 18)
(-17, 22)
(-17, 23)
(-17, 6)
(-18, -11)
(-18, -15)
(-18, -16)
(-18, -17)
(-18, -18)
(-18, -23)
(-18, -30)
(-18, -4)
(-18, -7)
(-18, 12)
(-18, 16)
(-18, 17)
(-18, 19)
(-18, 23)
(-18, 28)
(-19, -1)
(-19, -11)
(-19, -15)
(-19, -25)
(-19, -30)
(-19, -6)
(-19, -8)
(-19, 10)
(-19, 18)
(-19, 20)
(-19, 23)
(-2, -13)
(-2, -15)
(-2, -21)
(-2, -24)
(-2, -28)
(-2, -4)
(-2, -8)
(-2, -9)
(-2, 13)
(-2, 18)
(-2, 19)
(-2, 22)
(-2, 26)
(-2, 5)
(-2, 6)
(-20, -13)
(-20, -14)
(-20, -18)
(-20, -20)
(-20, -21)
(-20, -27)
(-20, -3)
(-20, -7)
(-20, 1)
(-20, 19)
(-20, 20)
(-20, 21)
(-20, 24)
(-20, 25)
(-20, 5)
(-21, -12)
(-21, -16)
(-21, -19)
(-21, -2)
(-21, -22)
(-21, -27)
(-21, -7)
(-21, -8)
(-21, -9)
(-21, 10)
(-21, 11)
(-21, 14)
(-21, 16)
(-21, 17)
(-21, 18)
(-21, 21)
(-21, 24)
(-21, 28)
(-21, 29)
(-21, 30)
(-21, 5)
(-21, 7)
(-21, 9)
(-22, -15)
(-22, -17)
(-22, -22)
(-22, -23)
(-22, -24)
(-22, -25)
(-22, -28)
(-22, -29)
(-22, -3)
(-22, -9)
(-22, 13)
(-22, 21)
(-22, 29)
(-22, 8)
(-23, -10)
(-23, -20)
(-23, -22)
(-23, -23)
