true:
(10, -3)
(10, 5)
(7, -1)
(7, -7)
(8, 8)
(9, -7)
(9, 1)
(9, 4)
(9, 5)
(9, 9)
false:
(-1, -3)
(-1, 10)
(-1, 6)
(-1, 7)
(-10, -1)
(-10, -4)
(-10, -8)
(-10, 2)
(-10, 6)
(-2, -4)
(-2, -6)
(-3, -5)
(-3, -6)
(-3, 6)
(-4, -3)
(-4, 10)
(-4, 5)
(-5, -9)
(-6, -6)
(-6, 5)
(-7, -4)
(-7, 10)
(-8, -10)
(-8, -7)
(-8, -8)
(-9, -1)
(-9, 2)
(-9, 4)
(1, -9)
(1, 2)
(1, 5)
(2, -4)
(2, -5)
(2, -6)
(2, 3)
(2, 5)
(2, 9)
(4, -10)
(4, -8)
(4, -9)
(4, 10)
(4, 3)
(5, -3)
(5, -5)
(5, 2)
(5, 4)
(5, 9)
(6, -7)
(6, -9)
(6, 4)
(6, 5)
