(-1, 1)
(2, 1)
(-3, 1)
(-3, -1)
(3, -1)
(3, 2)
(-3, 2)
(3, -2)
(4, 1)
(-1, -4)
(-3, -3)
(4, -2)
(4, 3)
(-4, -3)
(-5, -1)
(2, -5)
(-4, 4)
(-3, 5)
(-1, 6)
(-6, 1)
(-6, -1)
(6, 2)
(4, 5)
(-5, -4)
(-4, -5)
(5, -4)
(6, 3)
(-7, -1)
(-6, 4)
(7, 2)
(-2, 7)
(3, 7)
(6, 5)
(-6, 5)
(-4, 7)
(-8, 1)
(-8, -1)
(-7, -4)
(-1, -8)
(-8, -2)
(2, -8)
(6, -6)
(-8, 3)
(8, -3)
(7, 5)
(-7, 5)
(7, -5)
(9, 1)
(-1, -9)
(7, 6)
(6, 7)
(-9, -2)
(-6, -7)
(-2, -9)
(6, -7)
(7, -6)
(5, 8)
(-9, 3)
(9, 4)
(4, 9)
(-9, -4)
(6, -8)
(-1, 10)
(-10, -1)
(-10, 2)
(-10, -2)
(-3, 10)
(-3, -10)
(10, 4)
(-10, -4)
(10, -4)
(-6, -9)
(1, 11)
(-1, -11)
(1, -11)
(11, -1)
(-5, -10)
(-8, 8)
(3, -11)
(6, -10)
(-11, -4)
(9, 8)
(-1, 12)
(-12, 1)
(1, -12)
(9, -8)
(11, 5)
(-11, 5)
(7, -10)
(12, 3)
(-3, 12)
(-12, -3)
(-4, 12)
(9, 9)
(-8, -10)
(10, -8)
(-5, 12)
(-12, -5)
(7, 11)
(-11, 7)
(-11, -7)
(-7, -11)
(12, 6)
(-11, 8)
(-8, -11)
(8, -11)
(11, -8)
(12, 7)
(-12, -7)
(10, -10)
(-11, 9)
(-11, -9)
(9, -11)
(-12, 8)
(10, -11)
(-12, -9)
(11, 11)
(-10, 12)
(-12, -10)
(11, 12)
(-11, 12)
