(-1, 2)
(-2, -1)
(-1, -2)
(-3, 1)
(-3, -1)
(3, -1)
(-3, -2)
(2, -3)
(1, 4)
(-4, -1)
(1, -4)
(3, 3)
(-2, 4)
(-2, -4)
(4, -2)
(3, 4)
(-4, -3)
(-3, -4)
(4, -3)
(-1, -5)
(-2, -5)
(4, 4)
(4, -4)
(5, 3)
(3, 5)
(-3, 5)
(-5, -3)
(3, -5)
(6, 2)
(2, 6)
(-2, 6)
(-6, -2)
(-5, -4)
(4, -5)
(5, -4)
(-3, 6)
(5, 5)
(-1, 7)
(-7, 1)
(7, -1)
(-6, -4)
(2, 7)
(-2, -7)
(7, 3)
(-3, 7)
(7, -3)
(6, 5)
(5, -6)
(6, -5)
(-8, 1)
(-4, -7)
(-8, 2)
(-8, 3)
(-5, 7)
(5, -7)
(9, -1)
(-9, 2)
(-7, -6)
(-6, -7)
(5, -8)
(-9, 3)
(-3, -9)
(9, -3)
(9, 4)
(4, -9)
(6, 8)
(-8, 6)
(-8, -6)
(10, 1)
(-10, -1)
(2, 10)
(-10, 2)
(10, -2)
(5, -9)
(10, 3)
(3, 10)
(-10, -3)
(-8, -7)
(7, -8)
(10, 4)
(-10, 4)
(4, -10)
(-9, -6)
(6, -9)
(11, 1)
(1, 11)
(-1, 11)
(10, 5)
(5, 10)
(-2, 11)
(2, -11)
(8, -8)
(7, 9)
(3, 11)
(-9, 7)
(3, -11)
(9, -7)
(10, 6)
(-10, -6)
(10, -6)
(-4, 11)
(9, 8)
(8, 9)
(1, -12)
(9, -8)
(11, 5)
(5, 11)
(-11, 5)
(5, -11)
(-12, -2)
(-7, 10)
(-7, -10)
(7, -10)
(12, 3)
(-12, -3)
(-3, -12)
(3, -12)
(-6, -11)
(6, -11)
(-10, 8)
(-8, -10)
(12, 5)
(5, 12)
(-11, -7)
(1, -13)
(11, -7)
(13, -1)
(13, 3)
(3, -13)
(13, -3)
(6, 12)
(-12, -6)
(-9, 10)
(9, -10)
(11, 8)
(4, 13)
(-13, 4)
(-12, -7)
(12, -7)
(14, 1)
(2, 14)
(-2, 14)
(-10, 10)
(-10, -10)
(-2, -14)
(10, -10)
(9, 11)
(9, -11)
(6, -13)
(-12, -8)
(12, -8)
(14, 4)
(-4, 14)
(14, -4)
(7, 13)
(7, -13)
(10, 11)
(-11, 10)
(-14, 5)
(-14, -5)
(-5, -14)
(11, -10)
(-12, -9)
(-15, 1)
(2, 15)
(-2, 15)
(-15, 2)
(-15, -2)
(14, -6)
(-13, 8)
(-13, -8)
(15, 3)
(3, 15)
(-3, -15)
(15, -4)
(11, 11)
(7, 14)
(-14, -7)
(14, -7)
(5, -15)
(15, 6)
(-15, -6)
(-6, -15)
(12, 11)
(-11, 12)
(13, 10)
(-10, -13)
(-15, 7)
(14, 9)
(9, 14)
(-14, -9)
(12, -12)
(-8, -15)
(15, -8)
(11, 13)
(-13, -11)
(-11, -13)
(13, -11)
(-10, 14)
(-9, 15)
(-13, 12)
(-12, -13)
(14, 11)
(-11, 14)
(11, -14)
(-13, -13)
(14, 12)
(-12, 14)
(-12, -14)
(14, -12)
(-11, 15)
(-11, -15)
(-13, -14)
(13, -14)
(14, -13)
(-15, 12)
(14, 14)
(-14, 14)
(-13, 15)
(-15, 13)
(-15, -13)
(-13, -15)
(14, 15)
(-15, 14)
(-15, 15)
