(-1, 2)
(-2, -2)
(3, 1)
(1, 3)
(-1, 3)
(2, -3)
(-1, -4)
(4, -1)
(-4, 2)
(-4, 3)
(4, -3)
(-1, 5)
(-4, -4)
(5, 3)
(5, -3)
(6, 1)
(-2, 6)
(2, -6)
(5, 4)
(-5, -4)
(-3, 6)
(-3, -6)
(7, 1)
(5, -5)
(-4, -6)
(7, 2)
(7, -2)
(-3, 7)
(5, -6)
(-4, 7)
(-7, -4)
(4, -7)
(2, 8)
(-8, 2)
(2, -8)
(-6, 6)
(3, -8)
(8, -3)
(-5, -7)
(7, -5)
(8, 4)
(-8, 4)
(8, -4)
(9, 1)
(-1, -9)
(1, -9)
(9, 2)
(-6, 7)
(-9, 2)
(-6, -7)
(2, -9)
(8, 5)
(-8, -5)
(9, -3)
(-4, 9)
(7, -7)
(-8, 6)
(6, -8)
(1, 10)
(-10, -1)
(5, 9)
(3, 10)
(8, -7)
(10, 4)
(-4, 10)
(-10, -4)
(9, 6)
(-9, 6)
(-1, 11)
(-11, -1)
(-1, -11)
(11, 2)
(5, 10)
(2, 11)
(-11, -2)
(11, 3)
(9, 7)
(7, 9)
(-11, 3)
(3, -11)
(10, 6)
(11, -4)
(-1, 12)
(-9, -8)
(-8, -9)
(-5, 11)
(-12, 2)
(-12, -2)
(12, -2)
(-10, 7)
(3, 12)
(-12, 3)
(6, 11)
(-6, 11)
(12, 4)
(12, -4)
(8, 10)
(10, -8)
(-5, 12)
(7, 11)
(-7, 11)
(-11, -7)
(7, -11)
(2, 13)
(-2, -13)
(2, -13)
(13, -2)
(3, 13)
(-13, 3)
(6, 12)
(-12, 6)
(-9, -10)
(-11, 8)
(4, -13)
(-12, 7)
(-12, -7)
(7, -12)
(13, -5)
(-14, 1)
(-14, -1)
(14, 2)
(-14, -2)
(2, -14)
(9, 11)
(-6, 13)
(6, -13)
(8, 12)
(-8, 12)
(14, 4)
(-4, -14)
(4, -14)
(14, -4)
(11, 10)
(10, 11)
(10, -11)
(1, 15)
(1, -15)
(15, -1)
(14, -6)
(-8, 13)
(-13, -8)
(-8, -13)
(3, 15)
(-15, -3)
