true:
(22, -14)
(22, -18)
(22, -2)
(22, -3)
(22, 10)
(22, 11)
(22, 17)
(22, 22)
(22, 23)
(22, 4)
(22, 5)
(22, 8)
(23, -11)
(23, -12)
(23, -18)
(23, -24)
(23, -3)
(23, -7)
(23, 11)
(23, 19)
(23, 20)
(23, 3)
(23, 8)
(24, -15)
(24, -23)
(24, -7)
(24, 1)
(24, 10)
(24, 12)
false:
(-1, -10)
(-1, -16)
(-1, -20)
(-1, -7)
(-1, 1)
(-1, 11)
(-1, 14)
(-1, 19)
(-10, -19)
(-10, -6)
(-10, 18)
(-10, 24)
(-11, -19)
(-11, -24)
(-11, -3)
(-11, -4)
(-11, -7)
(-11, 11)
(-11, 15)
(-11, 16)
(-11, 19)
(-12, -1)
(-12, -18)
(-12, -24)
(-12, 12)
(-12, 22)
(-12, 4)
(-12, 6)
(-13, -14)
(-13, -18)
(-13, -19)
(-13, -3)
(-13, 12)
(-13, 13)
(-13, 8)
(-13, 9)
(-14, -1)
(-14, -12)
(-14, -24)
(-14, -6)
(-14, -7)
(-14, 12)
(-14, 20)
(-14, 7)
(-15, -18)
(-15, -4)
(-15, 13)
(-15, 15)
(-15, 19)
(-15, 2)
(-15, 8)
(-16, -11)
(-16, -13)
(-16, -17)
(-16, -22)
(-16, -9)
(-16, 14)
(-16, 17)
(-16, 18)
(-16, 7)
(-17, -16)
(-17, 12)
(-17, 14)
(-17, 21)
(-18, -10)
(-18, -12)
(-18, -14)
(-18, -5)
(-18, -9)
(-18, 1)
(-18, 6)
(-19, -14)
(-19, -21)
(-19, -24)
(-19, -3)
(-19, -5)
(-19, -7)
(-19, 22)
(-2, -15)
(-2, -3)
(-2, -8)
(-2, -9)
(-2, 10)
(-2, 19)
(-2, 2)
(-2, 20)
(-2, 21)
(-20, -23)
(-20, 17)
(-20, 22)
(-21, -14)
(-21, -15)
(-21, -2)
(-21, -22)
(-21, -4)
(-21, -5)
(-21, 1)
(-21, 16)
(-21, 19)
(-21, 21)
(-21, 23)
(-21, 6)
(-21, 7)
(-22, -14)
(-22, -16)
(-22, -20)
(-22, -21)
(-22, -24)
(-22, 21)
(-22, 24)
(-22, 3)
(-23, -17)
(-23, -21)
(-23, -23)
(-23, 13)
(-23, 15)
(-23, 8)
(-24, -1)
(-24, -21)
(-24, -6)
(-24, 22)
(-24, 9)
(-3, -15)
(-3, -2)
(-3, 12)
(-3, 2)
(-3, 23)
(-3, 4)
(-3, 9)
(-4, -15)
(-4, -20)
(-4, -5)
(-4, -6)
(-4, -9)
(-4, 1)
(-4, 13)
(-4, 19)
(-4, 4)
(-4, 6)
(-5, -22)
(-5, 11)
(-5, 14)
(-6, -1)
(-6, -22)
(-6, -23)
(-6, -24)
(-6, -6)
(-6, 2)
(-6, 21)
(-6, 6)
(-7, -10)
(-7, -12)
(-7, -2)
(-7, -8)
(-7, 9)
(-8, -15)
(-8, -2)
(-8, -5)
(-8, 1)
(-8, 18)
(-8, 19)
(-8, 6)
(-9, -12)
(-9, -14)
(-9, -2)
(-9, -23)
(-9, -9)
(-9, 14)
(-9, 16)
(-9, 18)
(-9, 2)
(-9, 24)
(-9, 5)
(-9, 7)
(1, -23)
(1, 15)
(1, 17)
(1, 21)
(1, 23)
(1, 3)
(1, 7)
(1, 8)
(10, -14)
(10, -20)
(10, -3)
(10, -4)
(10, -5)
(10, 18)
(10, 2)
(11, -6)
(11, 10)
(11, 23)
(12, -13)
(12, -21)
(12, -4)
(12, 14)
(12, 15)
(12, 18)
(12, 2)
(12, 23)
(13, -12)
(13, -15)
(13, -19)
(13, -6)
(13, -8)
(13, 14)
(14, -18)
(14, -20)
(14, -21)
(14, 13)
(14, 15)
(14, 24)
(15, -12)
(15, -16)
(15, -19)
(15, -21)
(15, -22)
(15, 10)
(15, 18)
(15, 19)
(15, 24)
(16, -11)
(16, -13)
(16, -17)
(16, -20)
(16, -3)
(16, -4)
(16, 13)
(16, 17)
(16, 19)
(16, 23)
(17, -20)
(17, -24)
(17, -8)
(17, 12)
(17, 20)
(17, 21)
(17, 22)
(17, 4)
(17, 9)
(18, -19)
(18, -23)
(18, -24)
(18, -7)
(18, -8)
(18, 15)
(18, 3)
(19, -23)
(19, -9)
(19, 10)
(19, 17)
(19, 23)
(19, 7)
(2, -12)
(2, -18)
(2, -20)
(2, 15)
(2, 18)
(2, 6)
(20, -13)
(20, -16)
(20, -8)
(20, 1)
(20, 17)
(20, 9)
(21, -1)
(21, -12)
(21, -19)
(21, -22)
(21, -24)
(21, 1)
(21, 20)
(3, -13)
(3, -14)
(3, -24)
(3, -3)
(3, -9)
(3, 1)
(4, -21)
(4, 22)
(4, 8)
(5, -18)
(5, -19)
(5, 10)
(5, 11)
(5, 13)
(5, 17)
(5, 21)
(6, -14)
(6, -2)
(6, -20)
(6, -21)
(6, -4)
(6, 15)
(6, 17)
(6, 19)
(7, -12)
(7, -13)
(7, -14)
(7, -17)
(7, 12)
(7, 19)
(7, 3)
(7, 9)
(8, -12)
(8, -18)
(8, -19)
(8, -7)
(8, 14)
(8, 3)
(8, 4)
(8, 5)
(9, -3)
(9, -6)
(9, 1)
(9, 11)
