(1, 1)
(-1, 1)
(2, 1)
(-1, 2)
(-2, 1)
(-2, -1)
(-1, -2)
(2, 2)
(2, -2)
(1, 3)
(1, -3)
(-2, 3)
(-3, -2)
(-2, -3)
(-4, 1)
(4, -1)
(4, 2)
(-2, -4)
(2, -4)
(-1, 5)
(1, -5)
(-2, 5)
(-2, -5)
(5, -2)
(4, 4)
(4, -4)
(-5, 3)
(1, 6)
(-1, 6)
(-6, -1)
(1, -6)
(6, 2)
(-2, 6)
(-6, 2)
(-6, -2)
(-2, -6)
(2, -6)
(6, -2)
(-5, -4)
(4, -5)
(5, -4)
(6, 3)
(-3, 6)
(3, -6)
(6, -3)
(1, 7)
(-1, 7)
(-5, 5)
(-7, -1)
(-5, -5)
(-1, -7)
(5, -5)
(6, 4)
(4, -6)
(7, 2)
(-7, 2)
(2, -7)
(7, 3)
(3, 7)
(-7, -3)
(3, -7)
(7, -3)
(6, 5)
(-5, 6)
(-6, 5)
(7, 4)
(-1, 8)
(1, -8)
(7, -4)
(2, 8)
(-8, -2)
(8, -2)
(-6, -6)
(3, 8)
(-8, -3)
(8, -3)
(-7, 5)
(-7, -5)
(-5, -7)
(4, 8)
(-4, 8)
(9, 1)
(1, 9)
(-9, 1)
(-9, -1)
(-1, -9)
(9, -1)
(6, 7)
(-9, 2)
(-9, -2)
(9, -2)
(-5, 8)
(-8, 5)
(-5, -8)
(-9, 4)
(-9, -4)
(4, -9)
(9, -4)
(6, 8)
(-6, 8)
(-8, -6)
(8, -6)
(1, 10)
(-1, 10)
(1, -10)
(2, -10)
(5, 9)
(-5, 9)
(-9, 5)
(-3, 10)
(-10, 3)
(8, 7)
(-7, 8)
(-8, -7)
(-7, -8)
(-10, -4)
(4, -10)
(10, -4)
(9, 6)
(-9, 6)
(-6, -9)
(1, 11)
(1, -11)
(11, -1)
(11, 2)
(10, 5)
(5, 10)
(-11, 2)
(-2, -11)
(8, -8)
(11, 3)
(7, 9)
(3, 11)
(-7, 9)
(-11, 3)
(3, -11)
(-10, -6)
(-6, -10)
(11, 4)
(-11, -4)
(11, -4)
(12, 1)
(9, 8)
(-1, 12)
(-9, 8)
(8, -9)
(-5, -11)
(12, 2)
(-2, -12)
(7, 10)
(-7, 10)
(-12, -3)
(12, -3)
(11, 6)
(-11, 6)
(-11, -6)
(-6, -11)
(-4, -12)
(12, -4)
(-9, 9)
(-9, -9)
(10, 8)
(-12, -5)
(5, -12)
(12, -5)
(13, 1)
(-11, 7)
(-13, 1)
(-13, -1)
(-11, -7)
(-7, -11)
(1, -13)
(11, -7)
(13, -1)
(-13, 2)
(13, -2)
(13, 3)
(-3, 13)
(-13, 3)
(-3, -13)
(3, -13)
(12, 6)
(-6, 12)
(-10, -9)
(-9, -10)
(9, -10)
(-4, 13)
(-4, -13)
(4, -13)
(12, 7)
(7, 12)
(-7, -12)
(7, -12)
(12, -7)
(5, 13)
(-13, 5)
(-14, -1)
(-1, -14)
(14, 2)
(10, 10)
(2, 14)
(-2, 14)
(-10, -10)
(-2, -14)
(14, -2)
(-11, -9)
(-9, -11)
(9, -11)
(11, -9)
(14, 3)
(13, 6)
(3, 14)
