(1, 1)
(2, 1)
(1, 2)
(1, -2)
(2, -1)
(3, 1)
(-3, -1)
(-3, -2)
(2, -3)
(-1, 4)
(-4, -1)
(4, -1)
(-3, -3)
(4, -3)
(-1, 5)
(5, 2)
(-2, -5)
(-4, 4)
(5, -3)
(-6, -1)
(-1, -6)
(6, -1)
(2, -6)
(-4, 5)
(3, 6)
(3, -6)
(-5, 5)
(-5, -5)
(1, -7)
(7, -1)
(-4, 6)
(-6, 4)
(6, -4)
(-2, 7)
(-7, 2)
(7, 3)
(7, -3)
(7, 4)
(4, 7)
(-7, 4)
(1, -8)
(2, 8)
(6, 6)
(-6, 6)
(-3, 8)
(-3, -8)
(-7, 5)
(-7, -5)
(-4, 8)
(-8, -4)
(-4, -8)
(1, 9)
(-9, 1)
(1, -9)
(-2, 9)
(-9, -2)
(2, -9)
(7, -6)
(-5, 8)
(3, 9)
(-3, 9)
(9, -3)
(-9, 4)
(7, 7)
(-7, 7)
(7, -7)
(-6, -8)
(6, -8)
(1, 10)
(-1, -10)
(-2, -10)
(10, -2)
(9, 5)
(-9, -5)
(-10, 3)
(-10, -3)
(-3, -10)
(-8, 7)
(-10, -4)
(6, -9)
(-11, 1)
(-5, 10)
(11, 3)
(-9, 7)
(3, -11)
(11, -3)
(-6, -10)
(10, -6)
(4, -11)
(-1, -12)
(1, -12)
(9, -8)
(5, 11)
(12, -2)
(7, 10)
(-7, -10)
(7, -10)
(10, -7)
(12, -3)
(6, 11)
(-6, 11)
(-6, -11)
(6, -11)
(12, 4)
(-10, 8)
(10, -8)
(-5, 12)
(13, 1)
(-11, -7)
(13, -1)
(-13, -2)
(-2, -13)
(2, -13)
(-3, 13)
(3, -13)
(-6, -12)
(9, 10)
(-9, 10)
(-9, -10)
(9, -10)
(4, 13)
(-8, 11)
(-13, -4)
(-4, -13)
(7, 12)
(-12, -7)
(-7, -12)
(1, -14)
(-14, -2)
(9, 11)
(-11, -9)
(-9, -11)
(9, -11)
(11, -9)
(14, 3)
(-13, 6)
(13, -6)
(12, 8)
(-8, 12)
(-12, 8)
(-8, -12)
(-14, -4)
(13, 7)
(14, 5)
(10, 11)
(5, 14)
(-14, 5)
(-11, -10)
(-12, 9)
(-15, 1)
(-15, -2)
(-14, -6)
(13, 8)
(8, 13)
(-8, 13)
(-13, 8)
(-3, 15)
(-3, -15)
(15, -3)
(-4, 15)
(11, 11)
(-12, 10)
(-7, 14)
(-7, -14)
(14, -7)
(-13, -9)
(-9, -13)
(-5, -15)
(15, -5)
(16, 1)
(-16, -1)
(16, 2)
(14, 8)
(-2, 16)
(-8, 14)
(-14, 8)
(-16, -2)
(-14, -8)
(-2, -16)
(8, -14)
(15, 6)
(6, -15)
(11, 12)
(-3, 16)
(-12, 11)
(-16, 3)
(-12, -11)
(3, -16)
(10, 13)
(-10, -13)
(-16, -4)
(-15, 7)
(-15, -7)
(-14, -9)
(-5, 16)
(-16, 5)
(5, -16)
(-15, 8)
(11, 13)
(1, 17)
(-11, 13)
(1, -17)
(11, -13)
(13, -11)
(6, -16)
(17, 2)
(-2, 17)
(-17, -2)
(17, -2)
(-10, -14)
(14, -10)
(-3, 17)
(16, 7)
(-4, 17)
(-7, -16)
(4, -17)
(7, -16)
(-13, 12)
(-17, 5)
(17, -5)
(11, 14)
(-14, -11)
(8, 16)
(-8, 16)
(-16, -8)
(17, 6)
(15, 10)
(6, 17)
(-17, -6)
(-10, -15)
(3, 18)
(-18, 3)
(-16, 9)
(-16, -9)
(-7, -17)
(13, -13)
(-18, 4)
(15, 11)
(11, -15)
(-18, -5)
(17, 8)
(8, -17)
(17, -8)
(16, 10)
(10, 16)
(-16, 10)
(-16, -10)
(10, -16)
(6, 18)
(6, -18)
(-14, -13)
(19, -2)
(15, -12)
(19, 3)
(17, 9)
(-19, 3)
(-3, -19)
(17, -9)
(18, 7)
(-7, 18)
(-18, 7)
(-18, -7)
(16, 11)
(-19, 4)
(-11, -16)
(-4, -19)
(4, -19)
(16, -11)
(5, 19)
(19, -5)
(18, 8)
(-18, -8)
(8, -18)
(-10, -17)
(10, -17)
(17, -10)
(-14, 14)
(12, -16)
(1, 20)
(20, -2)
(-18, -9)
(-9, -18)
(3, 20)
(19, 7)
(17, 11)
(-19, -7)
(-11, -17)
(19, -7)
(20, 4)
(-4, 20)
(-20, -4)
(-4, -20)
(-14, 15)
(10, 18)
(-18, 10)
(-18, -10)
(10, -18)
(18, -10)
(13, 16)
(-5, 20)
(-13, 16)
(-20, 5)
(-20, -5)
(-13, -16)
(16, -13)
(-6, -20)
(9, 19)
(1, 21)
(-1, 21)
(-21, -1)
(11, 18)
(-21, -2)
(-18, -11)
(-20, -7)
(3, 21)
(-15, 15)
(-16, 14)
(-16, -14)
(-14, -16)
(14, -16)
