(1, -1)
(-2, -1)
(-1, -2)
(2, -1)
(2, 2)
(-2, 2)
(-2, -2)
(2, 3)
(-3, -2)
(3, -2)
(-1, 4)
(-4, -3)
(4, -3)
(1, 5)
(-1, 5)
(4, 4)
(-4, 4)
(5, 3)
(-3, 5)
(-5, 3)
(-3, -5)
(6, 1)
(-6, 1)
(-2, 6)
(-2, -6)
(-5, 4)
(-6, -3)
(3, -6)
(6, -3)
(7, 1)
(5, 5)
(1, 7)
(-7, 1)
(-5, -5)
(-6, 4)
(-6, -4)
(6, -4)
(-2, 7)
(-7, 2)
(-2, -7)
(7, -2)
(-8, 1)
(-1, -8)
(4, -7)
(-2, 8)
(-8, 2)
(2, -8)
(6, 6)
(6, -6)
(-8, 3)
(3, -8)
(5, 7)
(-5, 7)
(-7, -5)
(-5, -7)
(8, 4)
(4, 8)
(9, 1)
(-9, 1)
(1, -9)
(9, -1)
(-2, 9)
(-2, -9)
(2, -9)
(6, -7)
(9, -2)
(5, 8)
(-8, 5)
(-5, -8)
(-3, -9)
(4, -9)
(8, 6)
(6, 8)
(-8, 6)
(-6, -8)
(10, 2)
(-5, 9)
(-9, 5)
(-5, -9)
(5, -9)
(9, -5)
(-3, 10)
(3, -10)
(-7, -8)
(7, -8)
(10, 4)
(4, 10)
(-10, 4)
(-4, -10)
(6, 9)
(6, -9)
(9, -6)
(-11, -1)
(-1, -11)
(-5, 10)
(-10, 5)
(-11, 2)
(11, -2)
(-3, 11)
(-7, 9)
(9, -7)
(-6, 10)
(10, -6)
(-8, 9)
(-9, 8)
(8, -9)
(9, -8)
(11, 5)
(-10, 7)
(-10, -7)
(-7, -10)
(11, 6)
(-6, 11)
(-11, 6)
(9, 9)
(-9, 9)
(10, 8)
(-10, -8)
(8, -10)
(10, -8)
(9, 10)
(9, -10)
(-8, -11)
(10, -10)
(-11, 9)
(-11, -9)
(-9, -11)
(9, -11)
(11, 10)
(-11, -10)
(-10, -11)
(-11, 11)
(-11, -11)
