(-1, -1)
(2, 1)
(1, 2)
(-1, 2)
(-2, 1)
(2, -1)
(-2, 2)
(-2, -2)
(3, 1)
(1, 3)
(2, 3)
(4, 1)
(-1, -4)
(3, 3)
(3, -3)
(4, 2)
(2, 4)
(2, -4)
(4, -2)
(-4, 3)
(-3, -4)
(-1, 5)
(5, -1)
(5, 2)
(-5, -2)
(-2, -5)
(5, -2)
(5, 3)
(-5, 3)
(3, -5)
(5, -3)
(6, 1)
(-6, -1)
(-1, -6)
(6, -1)
(2, -6)
(-4, 5)
(-4, -5)
(4, -5)
(-3, 6)
(-6, -3)
(5, 5)
(1, 7)
(-1, 7)
(5, -5)
(-6, 4)
(-4, -6)
(4, -6)
(-2, 7)
(-7, -2)
(-2, -7)
(3, 7)
(5, 6)
(-5, 6)
(-6, 5)
(8, 1)
(-1, 8)
(-7, 4)
(-8, 1)
(-8, -1)
(8, 2)
(2, 8)
(-8, -2)
(2, -8)
(6, 6)
(-6, -6)
(-1, 9)
(9, 2)
(7, 6)
(2, 9)
(-7, -6)
(7, -6)
(9, -2)
(8, -5)
(-3, 9)
(-9, -3)
(3, -9)
(9, -3)
(4, -9)
(7, 7)
(-6, 8)
(-6, -8)
(10, 1)
(1, 10)
(-10, 1)
(-10, -1)
(-10, 2)
(-10, -2)
(-2, -10)
(2, -10)
(5, 9)
(-9, 5)
(-5, -9)
(9, -5)
(10, 3)
(-10, 3)
(-10, -3)
(3, -10)
(7, 8)
(10, 4)
(4, 10)
(4, -10)
(-6, -9)
(6, -9)
(11, 1)
(-1, -11)
(11, -1)
(10, 5)
(-11, 2)
(8, 8)
(-8, 8)
(-8, -8)
(11, 3)
(9, 7)
(3, 11)
(-7, 9)
(-9, 7)
(-11, 3)
(-9, -7)
(-3, -11)
(6, 10)
(6, -10)
(11, 4)
(-11, -4)
(11, -4)
(9, 8)
(-8, 9)
(-9, 8)
(1, -12)
(8, -9)
(12, -1)
(5, 11)
(-11, -5)
(12, 2)
(-2, 12)
(-12, 2)
(-12, -2)
(10, -7)
(12, 3)
(-3, -12)
(3, -12)
(12, -3)
(11, 6)
(-11, -6)
(11, -6)
(-4, 12)
(4, -12)
(12, -4)
(9, 9)
(-9, 9)
(-9, -9)
(9, -9)
(8, 10)
(-10, 8)
(-10, -8)
(-8, -10)
(10, -8)
(12, 5)
(-12, -5)
(-5, -12)
(5, -12)
(12, -5)
(11, 7)
(7, 11)
(1, 13)
(-1, 13)
(-13, 1)
(1, -13)
(7, -11)
(2, -13)
(3, 13)
(-3, 13)
(-13, -3)
(-12, -6)
(6, -12)
(-9, 10)
(10, -9)
(-8, -11)
(-4, -13)
(4, -13)
(8, -11)
(-12, 7)
(12, -7)
(-5, -13)
(-1, 14)
(10, 10)
(-10, 10)
(-14, 2)
(-2, -14)
(10, -10)
(11, 9)
(-11, -9)
(9, -11)
(11, -9)
(14, 3)
(6, 13)
(3, 14)
(-6, 13)
(-13, 6)
(-14, -3)
(-13, -6)
(-6, -13)
(6, -13)
(8, 12)
(-8, 12)
(-12, 8)
(8, -12)
(12, -8)
(4, 14)
(14, -4)
(13, 7)
(-7, 13)
(7, -13)
(13, -7)
(14, 5)
(11, 10)
(10, 11)
(-14, 5)
(-14, -5)
(-5, -14)
(5, -14)
(10, -11)
(9, 12)
(-9, 12)
(-12, 9)
(-12, -9)
(-9, -12)
(12, -9)
(-15, -1)
(-1, -15)
(1, -15)
(15, -1)
(15, 2)
(-2, 15)
(-2, -15)
(2, -15)
(14, 6)
(-6, 14)
(-6, -14)
(8, 13)
(8, -13)
(-3, 15)
(-15, 3)
(3, -15)
(-4, 15)
(-15, 4)
(4, -15)
(-11, -11)
(12, 10)
(-12, -10)
(14, 7)
(7, -14)
(-5, 15)
(-13, 9)
(-15, 5)
(-13, -9)
(9, -13)
(13, -9)
(-16, -1)
(-1, -16)
(1, -16)
(16, -1)
(14, 8)
(-16, -2)
(-14, -8)
(-8, -14)
(-2, -16)
(16, -2)
(15, 6)
(6, 15)
(-15, 6)
(15, -6)
(11, 12)
(3, 16)
(-16, 3)
(-3, -16)
(3, -16)
(12, -11)
(16, -3)
(-10, 13)
(-10, -13)
(13, -10)
(-16, 4)
(-16, -4)
(15, 7)
(-15, 7)
(-15, -7)
(-9, 14)
(-14, 9)
(16, 5)
(5, 16)
(5, -16)
(16, -5)
(12, 12)
(-12, -12)
(17, 1)
(13, 11)
(11, 13)
(-1, 17)
(-11, 13)
(-13, 11)
(-1, -17)
(1, -17)
(11, -13)
(13, -11)
(-16, -6)
(-6, -16)
(17, 2)
(-17, -2)
(2, -17)
(17, -2)
(-14, -10)
(14, -10)
(17, 3)
(-17, 3)
(-17, -3)
(3, -17)
(17, -3)
(-4, 17)
(-7, 16)
(-17, 4)
(-16, -7)
(17, -4)
